epoch,irv2_class_categorical_accuracy,irv2_class_loss,irv2_class_top_k_categorical_accuracy,irv2_color_loss,loss,val_irv2_class_categorical_accuracy,val_irv2_class_loss,val_irv2_class_top_k_categorical_accuracy,val_irv2_color_loss,val_loss
0,0.21067051587410537,3.505169409393541,0.48426299410904433,0.0026586802690760445,3.5078280895986484,0.24901088382625025,3.200417287979352,0.5457467863927609,0.002553387234608332,3.2029706733752663
1,0.2646712788371536,3.1942754593359246,0.5611869668271553,0.0024033081245235363,3.1966787674810817,0.26343554554232623,3.1530302273649373,0.5629190044103579,0.0024394112337209305,3.155469636652991
2,0.27349932890718387,3.1615294014082593,0.5684890578635078,0.0023420368816725458,3.1638714378204105,0.25126387859104177,3.258341141435678,0.5403066289589974,0.0023744184697465096,3.260715557960563
3,0.2799863181413734,3.1361848489282917,0.5735898199126824,0.002303100377947287,3.138487949317749,0.2673645484787214,3.1657902168590875,0.5625618208645595,0.0023733686458164665,3.168163584672379
